apply_latency,node164_ceph-osd.0.asok.txt,node164_ceph-osd.1.asok.txt,node164_ceph-osd.7.asok.txt,node165_ceph-osd.2.asok.txt,node165_ceph-osd.3.asok.txt,node166_ceph-osd.4.asok.txt,node166_ceph-osd.5.asok.txt
384,0.010807,0.013714,0.019631,0.010491,0.008083,0.01433,0.012245
385,0.016379,0.00857,0.015007,0.006299,0.009979,0.010749,0.017402
386,0.028549,0.017985,0.017127,0.010684,0.024134,0.004095,0.006761
387,0.009725,0.007353,0.02082,0.004769,0.006955,0.008463,0.008794
388,0.008328,0.01777,0.010011,0.003886,0.003652,0.020573,0.008664
389,0.018464,0.007127,0.010916,0.01233,0.005732,0.004021,0.005362
390,0.020393,0.004218,0.012326,0.004046,0.010253,0.018944,0.019618
391,0.015174,0.019278,0.03017,0.019415,0.014457,0.01741,0.012928
392,0.015195,0.019307,0.020252,0.005821,0.004685,0.016593,0.010602
393,0.014572,0.01278,0.0211,0,0.003966,0.00839,0.008714
394,0.00905,0.024177,0.007168,0.006677,0.007246,0.00487,0.008196
395,0.006746,0.011796,0.021179,0.006956,0.004011,0.007751,0.007393
396,0.00958,0.013954,0,0.00834,0.006096,0.017981,0.011941
397,0.019873,0.015429,0.010785,0.003867,0.003632,0.012294,0.014454
398,0.01072,0,0.014392,0.010413,0.013674,0.010182,0.012393
399,0.006795,0.024989,0.020063,0.009489,0.022856,0.020669,0.015386
400,0.018752,0.014895,0.012305,0.009318,0.009451,0.008272,0.007479
401,0.01208,0.015571,0.014463,0,0.004197,0.005051,0.008402
402,0.003956,0,0.006027,0.003677,0,0.008887,0.013279
403,0.003927,0.006656,0.005027,0.016053,0.013971,0.009818,0.010172
404,0.028452,0.024518,0.021134,0.011504,0.013578,0.020032,0.011286
405,0.011548,0.007944,0.012388,0.005682,0.006095,0.012678,0.013501
406,0.021233,0.008389,0.018831,0.004516,0.004381,0.009518,0.01711
407,0.007259,0.012068,0.016006,0.003763,0,0.005057,0.004407
408,0.01928,0.009249,0.02409,0.004973,0.005712,0.011446,0.016792
409,0.013201,0.004041,0.014087,0.016228,0.021112,0.013754,0.008865
410,0.016659,0.015231,0.012951,0.018387,0.008174,0.004136,0
411,0.009514,0.009766,0.009543,0.009915,0.006643,0.004548,0.01398
412,0.012981,0.018763,0.064983,0.004286,0.008025,0.010338,0.007935
413,0.020599,0.022,0.021784,0.003726,0.006264,0.005587,0
414,0.019172,0.004502,0.006401,0.006917,0.013088,0.004363,0
415,0.016202,0.010302,0.011664,0.004831,0.007442,0.015412,0.013628
416,0.0123,0.020544,0.01304,0.006909,0.010423,0.017033,0.007013
417,0.010704,0,0.021387,0.014121,0.00699,0.008895,0.013692
418,0.006343,0,0.007704,0.006892,0.013046,0.005423,0
419,0.008598,0,0.004207,0.004837,0.007343,0.007145,0.014058
420,0.013162,0.011625,0.018331,0.005334,0.004399,0.019283,0.0178
421,0.014797,0.013195,0.020954,0.010121,0.008124,0.012673,0.007508
422,0.013671,0.01562,0.013028,0.018495,0.017653,0,0.006053
423,0.004168,0.020243,0.013696,0.0201,0.011048,0.004073,0.00379
424,0.010722,0.011036,0.013882,0.003535,0.004092,0.016391,0.012344
425,0.008889,0,0.005968,0.008108,0.006278,0.020147,0.011109
426,0.019369,0.020072,0.022486,0.016832,0.016955,0.004491,0.003772
427,0.020632,0.016874,0.019207,0.006468,0.012811,0.010954,0.008134
428,0.0195,0.02038,0.010576,0.004985,0.004911,0.005676,0.018995
429,0.018584,0,0.019168,0.009537,0.014514,0.010363,0.013383
430,0.02161,0.005468,0.017635,0.006431,0.008773,0.016819,0.006298
431,0.011907,0.021189,0.021645,0.007473,0.010954,0.014924,0.004696
432,0.021835,0.020513,0.021634,0.007144,0.006193,0.005752,0.01148
433,0.019099,0.004145,0.02025,0.004432,0.003624,0.010348,0.008066
434,0,0.018736,0.020697,0.00486,0.005475,0.013333,0.015461
435,0.014174,0.022366,0.017904,0.017459,0.019324,0.004761,0.018437
436,0.004396,0,0.00416,0.004698,0.010786,0.007528,0.00697
437,0,0,0,0.011865,0.010128,0.005948,0.008868
438,0,0,0,0.004417,0,0.010209,0.008198
439,0,0,0,0.013902,0.013738,0,0.003736
440,0,0,0,0.010186,0.017453,0.019509,0.007538
441,0,0,0,0.004162,0.005109,0.017177,0.015668
442,0,0,0,0.007004,0.007477,0.015433,0.015404
443,0,0,0,0.005837,0.006299,0.01199,0.010426
444,0,0,0,0.010645,0.015221,0.011732,0.012004
445,0,0,0,0.015161,0.017814,0.010576,0.006832
446,0,0,0,0.020436,0.008443,0.010019,0.018066
447,0,0,0,0.00485,0.005221,0.010089,0.004859
448,0,0.016118,0,0.005841,0.003726,0.009905,0.008524
449,0.015737,0,0,0.008991,0.008327,0.003681,0
450,0,0,0,0.004216,0.00694,0.005114,0.006447
451,0,0,0,0.005028,0.005216,0.013393,0.013235
452,0,0,0,0.010754,0.011859,0.004499,0.006601
453,0,0,0,0.010382,0.003727,0.015041,0.006274
454,0,0,0,0.006905,0.042874,0.005109,0.010999
455,0,0,0,0.015923,0.01461,0.005664,0.005104
456,0,0,0,0.005595,0.005342,0.006886,0.00941
457,0,0,0,0.0096,0.014541,0.008645,0.011401
458,0,0,0,0.004749,0.008288,0.00868,0.008111
459,0,0,0,0,0,0.008734,0.005917
460,0,0,0,0,0,0,0
461,0,0,0,0,0,0,0
462,0,0,0,0,0,0,0
463,0,0,0,0,0,0,0
464,0,0,0,0,0,0,0
465,0,0,0,0,0,0,0
466,0,0,0,0,0,0,0
467,0,0,0,0,0,0,0
468,0,0,0,0,0,0,0
469,0,0,0,0,0,0,0
470,0,0,0,0,0,0,0
471,0,0,0,0,0,0,0
472,0,0,0,0.011909,0,0.011655,0
473,0,0,0,0,0,0,0
474,0,0,0,0,0,0,0
475,0,0,0,0,0,0,0
476,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0
478,0,0,0,0,0,0,0
479,0,0,0,0,0,0,0
480,0,0,0,0,0,0,0
481,0,0,0,0,0,0,0
482,0,0,0,0,0,0,0
483,0,0,0,0,0,0,0
484,0,0,0,0,0,0,0
485,0,0,0,0,0,0,0
486,0,0,0,0,0,0,0
487,0,0,0,0,0,0,0
488,0,0,0,0,0,0,0
489,0,0,0,0,0,0,0
490,0,0,0,0,0,0,0
491,0,0,0,0,0,0,0
492,0,0,0,0,0,0,0
493,0,0,0,0,0,0,0
494,0,0,0,0,0,0,0
495,0,0,0,0,0,0,0
496,0,0,0,0,0,0,0
497,0,0,0,0,0,0,0
498,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0
501,0,0,0,0,0,0,0
502,0,0,0,0,0,0,0
503,0,0,0,0,0,0,0
504,0,0,0,0,0,0,0
505,0,0,0,0,0,0,0
506,0,0,0,0,0,0,0
507,0,0,0,0,0,0,0
508,0,0,0,0,0,0,0
509,0,0,0,0,0,0,0
510,0,0,0,0,0,0,0
511,0,0,0,0,0,0,0
512,0,0,0,0,0,0,0
513,0,0,0,0,0,0,0
514,0,0,0,0,0,0,0
515,Null,Null,0,0,0,0,0
516,Null,Null,Null,0,0,0,0
517,Null,Null,Null,0,0,0,0
518,Null,Null,Null,0,0,0,0
519,Null,Null,Null,0,0,0,0
520,Null,Null,Null,0,0,0,0
521,Null,Null,Null,0,0,0,0
522,Null,Null,Null,0,0,0,0
523,Null,Null,Null,0,0,0,0
524,Null,Null,Null,0,0,0,0
525,Null,Null,Null,0,0,0,0
526,Null,Null,Null,0,0,0,0
527,Null,Null,Null,0,0,0,0
528,Null,Null,Null,0,0,0,0
529,Null,Null,Null,0,0,0,0
530,Null,Null,Null,0,0,0,0
531,Null,Null,Null,0,0,0,0
532,Null,Null,Null,0,0,0,0
533,Null,Null,Null,0,0,0,0
534,Null,Null,Null,0,0,0,0
535,Null,Null,Null,0,0,0,0
536,Null,Null,Null,0,0,0,0
537,Null,Null,Null,0,0,0,0
538,Null,Null,Null,0,0,0,0
539,Null,Null,Null,0,0,0,0
540,Null,Null,Null,0,0,0,0
541,Null,Null,Null,0,0,0,0
542,Null,Null,Null,0,0,0,0
543,Null,Null,Null,0,0,0,0
544,Null,Null,Null,0,0,0,0
545,Null,Null,Null,0,0,0,0
546,Null,Null,Null,0,0,0,0
547,Null,Null,Null,0,0,0,0
548,Null,Null,Null,0,0,0,0
549,Null,Null,Null,0,0,0,0
550,Null,Null,Null,0,0,0,0
551,Null,Null,Null,0,0,0,0
552,Null,Null,Null,0,0,0,0
553,Null,Null,Null,0,0,0,0
554,Null,Null,Null,0,0,0,0
555,Null,Null,Null,0,0,0,0
556,Null,Null,Null,0,0,0,0
557,Null,Null,Null,0,0,0,0
558,Null,Null,Null,0,0,0,0
559,Null,Null,Null,0,0,0,0
560,Null,Null,Null,0,0,0,0
561,Null,Null,Null,0,0,0,0
562,Null,Null,Null,0,0,0,0
563,Null,Null,Null,Null,Null,0,0
564,Null,Null,Null,Null,Null,0,0
565,Null,Null,Null,Null,Null,0,0
566,Null,Null,Null,Null,Null,0,0
567,Null,Null,Null,Null,Null,0,0
568,Null,Null,Null,Null,Null,0,0
569,Null,Null,Null,Null,Null,0,0
570,Null,Null,Null,Null,Null,0,0
571,Null,Null,Null,Null,Null,0,0
572,Null,Null,Null,Null,Null,0,0
573,Null,Null,Null,Null,Null,0,0
574,Null,Null,Null,Null,Null,0,0
575,Null,Null,Null,Null,Null,0,0
576,Null,Null,Null,Null,Null,0,0
577,Null,Null,Null,Null,Null,0,0
578,Null,Null,Null,Null,Null,0,0
579,Null,Null,Null,Null,Null,0,0
580,Null,Null,Null,Null,Null,0,0
581,Null,Null,Null,Null,Null,0,0
582,Null,Null,Null,Null,Null,0,0
583,Null,Null,Null,Null,Null,0,0
584,Null,Null,Null,Null,Null,0,0
585,Null,Null,Null,Null,Null,0,0
586,Null,Null,Null,Null,Null,0,0
